Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer
Fallout: New Vegas;X360;2010;Role-Playing;Bethesda Softworks;2660000;1030000;40000;330000;4050000;8.4;81;8.1;769;Obsidian Entertainment
Forza Motorsport 2;X360;2007;Racing;Microsoft Game Studios;2350000;1270000;30000;410000;4050000;9.0;66;8.3;381;Turn 10
Carnival Games;Wii;2007;Misc;Take-Two Interactive;2120000;1470000;50000;420000;4050000;5.6;27;6.0;44;Cat Daddy Games
Watch Dogs;PS4;2014;Action;Ubisoft;1400000;1900000;110000;640000;4050000;8.0;80;6.3;2996;Ubisoft Montreal
Tekken Tag Tournament;PS2;2000;Fighting;Namco Bandai Games;1680000;1510000;510000;350000;4050000;8.5;25;8.5;117;Namco
Far Cry 4;PS4;2014;Shooter;Ubisoft;1130000;2180000;100000;630000;4040000;8.5;83;7.7;1653;Ubisoft Montreal
Left 4 Dead 2;X360;2009;Shooter;Electronic Arts;2670000;870000;50000;380000;3970000;8.9;76;8.6;681;Valve Software
The Witcher 3: Wild Hunt;PS4;2015;Role-Playing;Namco Bandai Games;1020000;2130000;230000;590000;3970000;9.2;79;9.2;10179;CD Projekt Red Studio
Assassin's Creed: Unity;PS4;2014;Action;Ubisoft;1190000;2069999;80000;620000;3960000;7.0;40;4.9;2050;Ubisoft, Ubisoft Montreal
Batman: Arkham Knight;PS4;2015;Action;Warner Bros. Interactive Entertainment;1530000;1690000;100000;640000;3950000;8.7;89;7.6;2679;Rocksteady Studios
The Legend of Zelda: Skyward Sword;Wii;2011;Action;Nintendo;2029999;1160000;370000;380000;3950000;9.3;81;8.0;1958;Nintendo
Fallout 3;PS3;2008;Role-Playing;Bethesda Softworks;2150000;1130000;70000;590000;3940000;9.0;57;8.0;910;Bethesda Game Studios
Professor Layton and the Diabolical Box;DS;2007;Puzzle;Nintendo;900000;1760000;920000;370000;3940000;8.4;65;8.8;72;Level 5
EA Sports Active;Wii;2009;Sports;Electronic Arts;2089999;1350000;60000;400000;3900000;8.1;27;8.7;39;EA Canada
Tony Hawk's Underground;PS2;2003;Sports;Activision;2290000;1170000;10000;420000;3900000;9.0;38;8.7;121;Neversoft Entertainment
Monster Hunter 4 Ultimate;3DS;2014;Role-Playing;Nintendo;680000;480000;2620000;110000;3890000;8.6;80;8.7;348;Capcom
The Elder Scrolls V: Skyrim;PC;2011;Role-Playing;Bethesda Softworks;1160000;2120000;0;600000;3880000;9.4;32;8.1;9073;Bethesda Game Studios
NBA 2K16;PS4;2015;Sports;Take-Two Interactive;2490000;660000;30000;690000;3880000;8.7;51;6.7;364;Visual Concepts
Tekken 5;PS2;2005;Fighting;Namco Bandai Games;930000;1940000;310000;700000;3870000;8.8;62;8.6;229;Namco
MotorStorm;PS3;2006;Racing;Sony Computer Entertainment;1530000;1600000;60000;670000;3870000;8.4;9;7.4;220;Evolution Studios
World Soccer Winning Eleven 8 International;PS2;2004;Sports;Konami Digital Entertainment;160000;1890000;1120000;680000;3850000;9.1;26;9.1;38;KCET
Sports Champions;PS3;2010;Sports;Sony Computer Entertainment;2130000;1120000;100000;500000;3840000;7.6;64;7.9;104;SCEA, Zindagi Games
Call of Duty: Ghosts;PS4;2013;Shooter;Activision;1780000;1430000;50000;570000;3830000;7.8;49;3.7;1564;Infinity Ward
Flash Focus: Vision Training in Minutes a Day;DS;2007;Misc;Nintendo;860000;1560000;1050000;350000;3830000;5.9;22;4.0;4;Nintendo, Namco Bandai Games
Tom Clancy's The Division;PS4;2016;Shooter;Ubisoft;1350000;1700000;150000;600000;3800000;8.0;64;7.0;2219;Massive Entertainment
Big Brain Academy: Wii Degree;Wii;2007;Misc;Nintendo;1050000;1910000;410000;420000;3790000;6.8;33;6.9;39;Nintendo
LEGO Indiana Jones: The Original Adventures;X360;2008;Action;Activision;2400000;1010000;0;360000;3760000;7.7;60;7.5;66;Traveller's Tales
The Sims: Unleashed;PC;2002;Simulation;Electronic Arts;2029999;1560000;0;170000;3760000;7.9;21;8.0;29;Maxis
Harry Potter and the Sorcerer's Stone;PS;2001;Action;Electronic Arts;1370000;2000000;140000;220000;3730000;6.4;11;7.5;41;Argonaut Games
Super Paper Mario;Wii;2007;Platform;Nintendo;1950000;860000;590000;310000;3710000;8.5;56;7.9;417;Intelligent Systems
Spyro: Year of the Dragon;PS;2000;Platform;Sony Computer Entertainment;1930000;1580000;0;190000;3710000;9.1;15;8.8;207;Insomniac Games
Assassin's Creed IV: Black Flag;PS3;2013;Action;Ubisoft;1330000;1680000;130000;570000;3710000;8.8;36;8.1;840;Ubisoft
FIFA Soccer 2005;PS2;2004;Sports;Electronic Arts;580000;2480000;40000;590000;3700000;8.1;27;7.6;56;EA Canada
Tony Hawk's Pro Skater 4;PS2;2002;Sports;Activision;2130000;1180000;10000;350000;3670000;9.4;27;8.5;128;Neversoft Entertainment
MySims;DS;2007;Simulation;Electronic Arts;1580000;1590000;80000;410000;3660000;6.7;15;7.3;13;TOSE
Midnight Club 3: DUB Edition;PSP;2005;Racing;Take-Two Interactive;1650000;1210000;0;790000;3650000;7.4;34;8.4;31;Rockstar Leeds
SOCOM: U.S. Navy SEALs;PS2;2002;Shooter;Sony Computer Entertainment;2530000;810000;60000;240000;3650000;8.2;42;7.9;82;Zipper Interactive
Jak and Daxter: The Precursor Legacy;PS2;2001;Platform;Sony Computer Entertainment;2080000;1090000;150000;330000;3640000;9.0;35;8.7;312;Naughty Dog
Pro Evolution Soccer 2008;PS2;2007;Sports;Konami Digital Entertainment;50000;0;640000;2930000;3630000;8.2;10;7.9;38;Konami
Resident Evil 4;PS2;2005;Action;Capcom;2080000;830000;460000;250000;3620000;9.6;38;8.9;1013;Capcom
Guitar Hero: World Tour;Wii;2008;Misc;Activision;2320000;960000;0;340000;3620000;8.6;18;7.6;71;Vicarious Visions
FIFA Soccer 10;PS3;2009;Sports;Electronic Arts;600000;2450000;50000;520000;3620000;9.1;56;7.6;203;EA Sports
Star Wars: Battlefront;PS2;2004;Shooter;LucasArts;1930000;1220000;30000;440000;3610000;8.2;36;8.7;142;Pandemic Studios
The Simpsons: Road Rage;PS2;2001;Racing;Electronic Arts;2020000;1170000;0;420000;3610000;6.4;23;7.7;32;Fox Interactive
Luigi's Mansion;GC;2001;Action;Nintendo;2380000;670000;460000;100000;3600000;7.8;34;8.5;161;Nintendo
Battlefield 4;PS4;2013;Shooter;Electronic Arts;1350000;1550000;170000;510000;3590000;8.5;18;6.9;1580;EA DICE
Star Wars: Battlefront II;PS2;2005;Shooter;LucasArts;2180000;1020000;30000;370000;3590000;8.4;30;9.0;268;Pandemic Studios
Cooking Mama 2: Dinner With Friends;DS;2007;Simulation;505 Games;1600000;1490000;100000;390000;3580000;7.0;39;8.0;9;Office Create
Grand Theft Auto: Liberty City Stories;PS2;2006;Action;Take-Two Interactive;1560000;1400000;70000;500000;3540000;7.8;49;7.8;112;Rockstar Leeds
The Getaway;PS2;2002;Action;Sony Computer Entertainment;1230000;1770000;50000;490000;3540000;7.2;49;6.8;88;Team Soho
James Bond 007: Agent Under Fire;PS2;2001;Shooter;Electronic Arts;1900000;1130000;100000;410000;3530000;7.2;27;7.9;48;EA Redwood Shores
FIFA Soccer 11;X360;2010;Sports;Electronic Arts;710000;2390000;20000;400000;3520000;8.8;66;7.5;155;EA Sports
Left 4 Dead;X360;2008;Shooter;Electronic Arts;2660000;490000;50000;300000;3510000;8.9;67;7.9;1309;Certain Affinity
Assassin's Creed: Unity;XOne;2014;Action;Ubisoft;2270000;900000;0;330000;3500000;7.2;59;4.1;1005;Ubisoft, Ubisoft Montreal
Resident Evil 5;X360;2009;Action;Capcom;2110000;930000;120000;340000;3500000;8.3;91;7.5;523;Capcom
Assassin's Creed: Brotherhood;X360;2010;Action;Ubisoft;2850000;380000;30000;240000;3490000;8.9;81;8.3;693;Ubisoft Montreal
Battlefield 4;PS3;2013;Shooter;Electronic Arts;1300000;1420000;270000;500000;3490000;8.0;14;5.8;579;EA DICE
Batman: Arkham Asylum;X360;2009;Action;Eidos Interactive;2200000;950000;20000;310000;3480000;9.2;78;8.7;1080;Rocksteady Studios
Battlefield 4;X360;2013;Shooter;Electronic Arts;2150000;1010000;20000;310000;3480000;7.9;21;5.6;542;EA DICE
Battlefield: Bad Company 2;X360;2010;Shooter;Electronic Arts;2100000;1010000;40000;320000;3470000;8.8;75;8.6;869;EA DICE
Guitar Hero: On Tour;DS;2008;Misc;Activision;2100000;1010000;10000;350000;3460000;7.1;70;8.8;29;Vicarious Visions
Clubhouse Games;DS;2006;Misc;Nintendo;590000;1790000;730000;340000;3450000;8.3;30;8.4;28;Agenda
Borderlands;X360;2009;Shooter;Take-Two Interactive;2400000;710000;30000;290000;3440000;8.4;83;8.2;715;Gearbox Software
Tekken 4;PS2;2002;Fighting;Namco Bandai Games;1550000;1270000;330000;290000;3440000;7.9;23;8.3;126;Namco
Grand Theft Auto 2;PS;1998;Action;Take-Two Interactive;1130000;2069999;0;220000;3420000;7.0;15;8.0;67;DMA Design
Metal Gear Solid V: The Phantom Pain;PS4;2015;Action;Konami Digital Entertainment;1090000;1360000;490000;480000;3410000;9.3;86;8.2;3943;Kojima Productions, Moby Dick Studio
Spider-Man 2;PS2;2004;Action;Activision;1750000;1200000;20000;430000;3410000;8.0;50;8.9;106;Treyarch
FIFA Soccer 2003;PS2;2002;Sports;Electronic Arts;460000;2280000;50000;610000;3400000;8.8;15;6.7;35;EA Canada
LittleBigPlanet 2;PS3;2011;Platform;Sony Computer Entertainment;1830000;1050000;60000;460000;3390000;9.1;86;8.4;657;Media Molecule
Crash Bash;PS;2000;Misc;Sony Computer Entertainment;1560000;1470000;190000;170000;3390000;6.8;12;8.2;99;Eurocom Entertainment Software
Assassin's Creed Syndicate;PS4;2015;Action;Ubisoft;810000;1990000;70000;520000;3390000;7.6;86;6.8;1319;Ubisoft Quebec
LEGO Batman: The Videogame;X360;2008;Action;Warner Bros. Interactive Entertainment;2040000;1020000;0;320000;3380000;7.6;49;7.9;75;Traveller's Tales
Destiny;XOne;2014;Shooter;Activision;2140000;920000;0;310000;3370000;7.5;11;5.5;1735;Bungie Software, Bungie
Far Cry 3;PS3;2012;Shooter;Ubisoft;880000;1700000;100000;670000;3350000;9.0;32;8.5;1041;Ubisoft Montreal
James Bond 007: Nightfire;PS2;2002;Shooter;Electronic Arts;1450000;1290000;120000;460000;3330000;7.7;20;8.5;66;Eurocom Entertainment Software
Star Wars Episode III: Revenge of the Sith;PS2;2005;Action;LucasArts;1470000;1390000;30000;430000;3320000;6.0;34;7.2;82;Double Helix Games
The Legend of Zelda: Spirit Tracks;DS;2009;Action;Nintendo;1400000;910000;740000;260000;3310000;8.7;75;7.8;228;Nintendo
Max Payne;PS2;2001;Shooter;Take-Two Interactive;1990000;1050000;50000;220000;3310000;8.0;21;8.5;86;Rockstar Toronto
Assassin's Creed IV: Black Flag;X360;2013;Action;Ubisoft;1900000;1110000;10000;290000;3300000;8.6;35;7.9;701;Ubisoft
The Lord of the Rings: The Return of the King;PS2;2003;Action;Electronic Arts;1500000;1280000;50000;460000;3280000;8.5;31;8.7;105;EA Games
Gears of War: Ultimate Edition;XOne;2015;Shooter;Microsoft Game Studios;2610000;330000;0;340000;3280000;8.2;74;7.5;563;Splash Damage, The Coalition
True Crime: Streets of LA;PS2;2003;Action;Activision;1890000;1050000;20000;310000;3270000;7.7;39;8.0;94;Luxoflux, Inc.
Professor Layton and the Unwound Future;DS;2008;Puzzle;Nintendo;600000;1570000;820000;270000;3260000;8.6;62;9.2;111;Level 5
FIFA 16;XOne;2015;Sports;Electronic Arts;890000;2120000;0;240000;3250000;8.4;45;4.4;459;EA Sports
Wii Music;Wii;2008;Misc;Nintendo;1350000;1110000;460000;320000;3250000;6.3;43;4.6;116;Nintendo
Madden NFL 16;PS4;2015;Sports;Electronic Arts;2340000;300000;0;600000;3240000;8.3;37;5.9;180;EA Sports
Gran Turismo 6;PS3;2013;Racing;Sony Computer Entertainment;720000;1670000;400000;440000;3230000;8.1;81;7.7;758;Polyphony Digital
Halo: The Master Chief Collection;XOne;2014;Shooter;Microsoft Game Studios;1910000;1000000;30000;290000;3230000;8.5;69;7.2;1267;343 Industries
Super Mario Maker;WiiU;2015;Platform;Nintendo;1180000;890000;940000;200000;3210000;8.8;85;8.7;691;Nintendo
God of War: Chains of Olympus;PSP;2008;Action;Sony Computer Entertainment;1480000;1000000;40000;660000;3180000;9.1;79;8.6;565;Ready at Dawn
Enter the Matrix;PS2;2003;Action;Atari;1780000;1120000;90000;190000;3180000;6.2;30;8.1;137;Shiny Entertainment
Crisis Core: Final Fantasy VII;PSP;2007;Role-Playing;Square Enix;1350000;590000;800000;430000;3180000;8.3;67;8.0;463;Square Enix
Dance Central;X360;2010;Misc;MTV Games;2150000;760000;10000;260000;3170000;8.2;63;7.6;85;Harmonix Music Systems
L.A. Noire;PS3;2011;Adventure;Take-Two Interactive;1270000;1290000;120000;490000;3170000;8.9;78;7.7;1010;Team Bondi
Ace Combat 04: Shattered Skies;PS2;2001;Simulation;Sony Computer Entertainment Europe;2060000;560000;380000;170000;3170000;8.9;22;9.1;95;Namco
Animal Crossing;GC;2001;Simulation;Nintendo;1920000;160000;990000;90000;3150000;8.7;42;8.9;137;Nintendo
FIFA Soccer 08;PS2;2007;Sports;Electronic Arts;680000;0;0;2460000;3140000;8.3;12;6.5;36;EA Canada
Spider-Man;PS;2000;Action;Activision;1700000;1250000;20000;160000;3130000;8.7;19;9.0;107;Neversoft Entertainment
Mario Party 9;Wii;2012;Misc;Nintendo;1060000;1090000;760000;220000;3130000;7.3;45;6.8;155;Nd Cube
Sonic Rush;DS;2005;Platform;Sega;1210000;1560000;60000;290000;3120000;8.2;43;8.5;101;Dimps Corporation, Sonic Team
Rhythm Heaven;DS;2008;Misc;Nintendo;550000;500000;1930000;130000;3110000;8.3;48;9.0;63;Nintendo
Fallout: New Vegas;PS3;2010;Role-Playing;Bethesda Softworks;1520000;1030000;100000;460000;3110000;8.2;57;7.8;492;Obsidian Entertainment
Personal Trainer: Cooking;DS;2006;Misc;Nintendo;900000;1000000;1030000;170000;3110000;8.1;12;7.8;10;Indies Zero
The Elder Scrolls IV: Oblivion;PS3;2007;Role-Playing;Ubisoft;1690000;850000;140000;430000;3100000;9.3;45;8.0;604;4J Studios
The Legend of Zelda: A Link Between Worlds;3DS;2013;Action;Nintendo;1400000;1010000;460000;230000;3100000;9.1;81;8.9;1057;Nintendo
Resident Evil 6;PS3;2012;Shooter;Capcom;880000;940000;880000;400000;3100000;7.4;34;5.4;1304;Capcom
Mass Effect 2;X360;2010;Role-Playing;Electronic Arts;1990000;810000;30000;270000;3100000;9.6;98;8.9;3143;BioWare
Dragon Ball Z: Budokai;PS2;2002;Fighting;Atari;2170000;280000;550000;80000;3090000;6.7;28;7.9;71;Dimps Corporation
Madden NFL 2002;PS2;2001;Sports;Electronic Arts;2500000;160000;10000;420000;3080000;9.4;23;7.9;46;EA Sports
The Sims: Vacation;PC;2002;Simulation;Electronic Arts;1720000;1210000;0;140000;3070000;7.5;18;7.8;22;Maxis
Animal Crossing: Happy Home Designer;3DS;2015;Simulation;Nintendo;510000;1020000;1400000;120000;3050000;6.6;60;6.9;106;Nintendo
The Sims 4;PC;2014;Simulation;Electronic Arts;1000000;1820000;0;230000;3050000;7.0;74;3.9;2057;Maxis
Borderlands 2;X360;2012;Shooter;Take-Two Interactive;1890000;880000;40000;250000;3050000;8.9;59;8.2;892;Gearbox Software
LEGO Batman: The Videogame;DS;2008;Action;Warner Bros. Interactive Entertainment;1750000;1010000;0;290000;3050000;7.2;16;8.0;16;TT Fusion
Kung Fu Panda;X360;2008;Action;Activision;1910000;840000;0;290000;3040000;7.5;42;7.4;32;Luxoflux, Inc.
Mass Effect 3;X360;2012;Role-Playing;Electronic Arts;1940000;840000;30000;240000;3040000;9.3;74;5.8;3725;BioWare
Heavy Rain;PS3;2010;Adventure;Sony Computer Entertainment;1290000;1210000;60000;470000;3030000;8.7;107;7.7;2759;Quantic Dream
Saints Row 2;X360;2008;Action;THQ;1940000;790000;20000;280000;3030000;8.1;75;8.1;307;Volition Inc.
Tom Clancy's Splinter Cell;XB;2002;Action;Ubisoft;1850000;1040000;0;130000;3020000;9.3;46;8.5;121;Ubisoft Montreal
FIFA 14;PS4;2013;Sports;Electronic Arts;610000;1850000;110000;440000;3010000;8.7;26;6.3;616;EA Canada
Killzone 2;PS3;2009;Shooter;Sony Computer Entertainment;1400000;1060000;80000;470000;3010000;9.1;94;8.1;1505;Guerrilla
Far Cry 3;X360;2012;Shooter;Ubisoft;1380000;1320000;20000;280000;3000000;9.1;39;8.6;1247;Ubisoft Montreal
Epic Mickey;Wii;2010;Platform;Disney Interactive Studios;2040000;630000;120000;220000;3000000;7.3;78;7.0;131;Junction Point
NBA 2K13;X360;2012;Sports;Take-Two Interactive;2600000;200000;10000;190000;3000000;8.8;41;7.2;131;Visual Concepts
Dragon Ball Z: Budokai Tenkaichi 3;PS2;2007;Fighting;Atari;1150000;0;760000;1090000;3000000;7.3;24;9.2;173;Spike, Namco Bandai Games
The Sims: Livin Large;PC;2000;Misc;Electronic Arts;1670000;1180000;0;130000;2990000;8.2;23;6.6;20;Maxis
World Soccer Winning Eleven 6 International;PS2;2002;Sports;Konami Digital Entertainment;120000;1260000;1160000;450000;2990000;9.3;24;9.1;65;KCET
Devil May Cry;PS2;2001;Action;Capcom;1360000;860000;640000;130000;2990000;9.4;37;8.5;466;Capcom
Star Wars: The Old Republic;PC;2011;Role-Playing;Electronic Arts;1580000;1010000;0;380000;2960000;8.5;73;5.9;2748;LucasArts, BioWare
Middle-Earth: Shadow of Mordor;PS4;2014;Action;Warner Bros. Interactive Entertainment;1010000;1430000;50000;470000;2960000;8.4;85;8.1;1886;Monolith Productions
Sonic Heroes;PS2;2003;Platform;Sega;1040000;1370000;60000;490000;2960000;6.4;29;7.8;94;Sonic Team
Hitman 2: Silent Assassin;PS2;2002;Action;Eidos Interactive;1360000;1150000;40000;410000;2960000;8.5;19;7.8;78;Io Interactive
Titanfall;XOne;2014;Shooter;Electronic Arts;1840000;800000;40000;270000;2950000;8.6;68;6.4;2658;Respawn Entertainment
Battlefield: Bad Company 2;PS3;2010;Shooter;Electronic Arts;1330000;1100000;80000;440000;2950000;8.8;59;8.5;572;EA DICE
SOCOM II: U.S. Navy SEALs;PS2;2003;Shooter;Sony Computer Entertainment;2220000;510000;60000;150000;2940000;8.7;42;9.0;93;Zipper Interactive
Pac-Man Collection;GBA;2001;Puzzle;Atari;2069999;770000;50000;50000;2940000;7.9;13;7.8;4;Mass Media
Street Fighter IV;X360;2009;Fighting;Capcom;1820000;700000;150000;260000;2940000;9.3;77;7.3;292;Capcom
inFAMOUS;PS3;2009;Action;Sony Computer Entertainment;1760000;680000;120000;370000;2930000;8.5;98;8.3;1172;Sucker Punch
Kirby Super Star Ultra;DS;2008;Platform;Nintendo;1550000;40000;1190000;150000;2920000;7.6;40;8.8;76;HAL Labs
Call of Duty: Ghosts;XOne;2013;Shooter;Activision;1880000;770000;0;270000;2920000;7.8;7;4.3;700;Infinity Ward
Mass Effect;X360;2007;Role-Playing;Microsoft Game Studios;1830000;790000;30000;270000;2910000;9.1;74;8.7;1692;BioWare
Sonic Mega Collection Plus;PS2;2004;Misc;Sega;1540000;1140000;0;220000;2900000;7.3;21;8.6;30;Sonic Team
World Soccer Winning Eleven 7 International;PS2;2003;Sports;Konami Digital Entertainment;80000;1240000;1130000;450000;2900000;9.3;28;9.0;45;KCET
Sega Superstars Tennis;X360;2008;Sports;Sega;1750000;860000;0;280000;2890000;6.7;45;6.8;18;Sumo Digital
Hot Shots Golf 3;PS2;2001;Sports;Sony Computer Entertainment;990000;320000;1380000;200000;2890000;8.5;30;8.9;16;Clap Hanz
Cooking Mama: Cook Off;Wii;2007;Simulation;505 Games;1410000;1120000;50000;300000;2890000;6.1;37;5.3;23;OfficeCreate
Call of Duty: Finest Hour;PS2;2004;Shooter;Activision;1510000;1120000;10000;240000;2890000;7.6;49;7.7;69;Spark Unlimited
WarioWare: Smooth Moves;Wii;2006;Puzzle;Nintendo;860000;1040000;730000;260000;2890000;8.3;61;7.4;179;Intelligent Systems
Madden NFL 13;X360;2012;Sports;Electronic Arts;2530000;150000;0;170000;2860000;8.1;36;5.8;179;EA Tiburon
The Elder Scrolls III: Morrowind;XB;2002;Role-Playing;Ubisoft;2089999;630000;30000;110000;2860000;8.7;34;8.7;111;Bethesda Softworks
Assassin's Creed IV: Black Flag;PS4;2013;Action;Ubisoft;1070000;1310000;60000;420000;2850000;8.3;29;7.8;1530;Ubisoft
Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1980000;530000;0;340000;2840000;8.4;60;8.4;494;NetherRealm Studios
Madden NFL 10;X360;2009;Sports;Electronic Arts;2520000;90000;0;220000;2830000;8.5;58;6.1;90;EA Tiburon
BioShock;X360;2007;Shooter;Take-Two Interactive;1650000;850000;50000;280000;2830000;9.6;88;8.9;2249;Irrational Games, 2K Marin
Metroid Prime;GC;2002;Shooter;Nintendo;1960000;670000;100000;90000;2820000;9.7;70;9.3;747;Retro Studios
Assassin's Creed: Brotherhood;PS3;2010;Action;Ubisoft;1870000;550000;110000;290000;2820000;9.0;59;8.2;791;Ubisoft Montreal
Medal of Honor;PS3;2010;Shooter;Electronic Arts;1280000;1040000;70000;420000;2810000;7.5;56;7.5;286;EA DICE, Danger Close
inFAMOUS: Second Son;PS4;2014;Action;Sony Computer Entertainment;1280000;980000;70000;460000;2790000;8.0;90;7.9;2944;Sucker Punch
NBA Street;PS2;2001;Sports;Electronic Arts;2190000;220000;0;380000;2790000;8.9;22;8.6;39;NuFX
Jak II;PS2;2003;Platform;Sony Computer Entertainment;1680000;740000;0;360000;2780000;8.7;47;8.2;241;Naughty Dog
Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts;1050000;1230000;30000;470000;2780000;8.9;59;7.2;301;Criterion Games
Skylanders: Spyro's Adventure;Wii;2011;Action;Activision;1350000;1130000;0;300000;2780000;8.1;11;5.6;31;Toys for Bob
Battlefield 3;PC;2011;Shooter;Electronic Arts;890000;1430000;0;460000;2780000;8.9;61;7.5;4926;EA DICE
Mortal Kombat X;PS4;2015;Fighting;Warner Bros. Interactive Entertainment;1500000;800000;0;480000;2780000;8.3;81;7.7;836;Warner Bros. Interactive Entertainment, NetherRealm Studios
The Sims;PS2;2003;Simulation;Electronic Arts;1410000;1120000;0;240000;2770000;8.3;33;7.7;46;Edge of Reality
Killzone 3;PS3;2011;Shooter;Sony Computer Entertainment;1450000;860000;90000;380000;2770000;8.4;85;7.9;942;Guerrilla
Star Wars: The Force Unleashed;X360;2008;Action;LucasArts;1740000;770000;0;260000;2770000;7.3;74;6.7;389;LucasArts
Yoshi's Island DS;DS;2006;Platform;Nintendo;1450000;70000;1100000;150000;2760000;8.1;42;7.4;67;Artoon
Saints Row: The Third;X360;2011;Action;THQ;1250000;1140000;70000;300000;2760000;8.4;70;7.6;490;Volition Inc.
Tekken 6;PS3;2009;Fighting;Namco Bandai Games;1200000;970000;170000;420000;2750000;7.9;63;7.4;211;Namco Bandai Games
Sonic and the Secret Rings;Wii;2007;Platform;Sega;1210000;1190000;40000;290000;2730000;6.9;44;6.6;174;Sonic Team
